,sentence,author
10473,My neighbor made a slight gesture of impatience.,Christie
10474,"But we took it for granted, Ackroyd and I, that it _was_ a man.”",Christie
10475,I cried.,Christie
10476,"I caught the undercurrent of laughter in her voice, but I don’t think Blunt did.",Christie
10477,"There was a pause, then Sir Thomas Legge said:   ""And Isaac Morris is dead, you say?",Christie
10478,"“Yes, indeed,” I said eagerly.",Christie
10479,"“Oh, of course; well, we all use them, I suppose.”",Christie
10480,"“It—it’s such a lovely morning,” said Flora at last.",Christie
10481,"General Macarthur said:   ""You'll be glad, too, when the end comes.""",Christie
10482,You were in a towering rage.,Christie
10483,"“That brings us,” said Poirot, “to the information for which I am asking.",Christie
10484,That had been a long time ago.,Christie
10485,"“I wish you’d tell me,” I burst out, “what you really think of it all?”",Christie
10486,“For my sins.”,Christie
10487,"No-a little further to the  right.""",Christie
10488,“Since we know that he was desperately hard up for a matter of five hundred pounds.”,Christie
10489,"""Your lack of imagination is going to make you absolutely a sitting target.",Christie
10490,Not at all his idea of what Mr. Owen's guests were likely to be.,Christie
10491,"“Never tell lies,” replied Miss Howard.",Christie
10492,"Blore said:   ""And, what's more, put a chair under the handle.",Christie
10493,It looks bad—it looks very bad indeed.,Christie
10494,I was moving off towards the house again when he suddenly called me back.,Christie
10495,"It was her duty to do the study, and she disarranged some of the papers on his desk, I believe.",Christie
10496,The desire for money grows.,Christie
10497,There was a suggestion in all this as of a trap—a trap that had closed.,Christie
10498,Queer light eyes that  shifted the whole time from place to place.,Christie
10499,"A very clever man—a Jew, of course.”",Christie
10500,The first or most simple solution.,Christie
10501,“Was the pile of underclothes under which the things were hidden heavy or light?”,Christie
10502,My sister raised her eyebrows.,Christie
10503,"“People take me sometimes,” said Blunt sadly.",Christie
10504,Every one looked shocked.,Christie
10505,We all know this hand-writing and——”  A howl that was almost a scream broke the silence.,Christie
10506,“You don’t think that Parker himself might be the man we’re after?”,Christie
10507,Of course it was a pure accident.,Christie
10508,The inspector strode across to it and threw back the curtains.,Christie
10509,“But why not?,Christie
10510,The Intelligence Corps has proved a broken reed.,Christie
10511,"I'll have some water.""",Christie
10512,"“Yes, that’s true.",Christie
10513,"Dr.  Armstrong said: ""There are moments when I can't believe it myself.",Christie
10514,"Blore  said: ""There goes another one who's balmy!",Christie
10515,Their heads so close together.,Christie
10516,I run a detective agency in  Plymouth.,Christie
10517,"Cash, you know.",Christie
10518,I asked.,Christie
10519,They were offering her something to drink¬  pressing the glass against her lips.,Christie
10520,“No good.,Christie
10521,I'll bet you she  had a cup of tea.,Christie
10522,“I know you did.”,Christie
10523,"“Believe me, Miss Howard,” said Poirot very earnestly, “if Mr. Inglethorp is the man, he shall not escape me.",Christie
10524,"“There was old Mrs. Bennett, and that boy from the farm with the bad finger, Dolly Grice to have a needle out of her finger; that American steward off the liner.",Christie
10525,They all declare that no one has been to the back door to-night.,Christie
10526,It is the only place adjacent to the village of King’s Abbot where you can talk with a young woman unseen by the whole of the village.,Christie
10527,I took him up a little way behind the house on the edge of the cliff.,Christie
10528,“The American stranger.,Christie
10529,For a while she heard a faint murmur of voices from the pantry.,Christie
10530,"But I soon abandoned that supposition, for though the chair was a grandfather with a high back, it obscured very little of the window—only the part between the sash and the ground.",Christie
10531,"But, seriously, in spite of what I heard you say to the detectives, you surely cannot still believe in the possibility of Alfred Inglethorp’s innocence?”",Christie
10532,I hardly heard what Poirot replied.,Christie
10533,Vera Claythome and Philip Lombard had been up to the summit of the island  behind the house.,Christie
10534,"Blore  concurred: ""Vanished-that's the word!",Christie
10535,"Colonel Melrose returned almost immediately, accompanied by the young secretary, whom he introduced to Poirot.",Christie
10536,"He walks along the terrace, angry and baffled.",Christie
10537,We had just put away the last tea-spoon when a knock came at the door.,Christie
10538,Why should I?”,Christie
10539,"The analyst was asked by him to report whether strychnine was, or was not, present.",Christie
10540,"Philip said thoughtfully:   ""I may be wrong, of course, but I can't feel that you've got enough  imagination for this job.",Christie
10541,Mr. Hastings—Miss Howard.”,Christie
10542,He stretched out his hands.,Christie
10543,Hugo . . .,Christie
10544,“I have the strongest impression that somewhere or somehow she must have left a message for me—before she went.,Christie
10545,"We were able to converse quite intelligently until Ackroyd and his secretary joined us, and immediately afterwards Parker announced dinner.",Christie
10546,"You know it,  of course, perfectly.",Christie
10547,You will not be able to help yourself.,Christie
10548,That Charles had nothing to do with this wicked murder!”,Christie
10549,Poirot nodded.,Christie
10550,"There’s one thing, Inglethorp himself won’t be too keen on meeting her.”",Christie
10551,You?,Christie
10552,"“My mother’s lawyer,” he explained.",Christie
10553,|             TERRACE                 .   |--==--+--==---==--+---==---==----+    .,Christie
10554,One thing her evidence _has_ shown me.,Christie
10555,"Ackroyd extends a genial patronage to the lower orders, but he has a very great sense of his own dignity.",Christie
10556,"He said: ""Just now we had a somewhat disturbing experience.",Christie
10557,“I—I don’t know.”,Christie
10558,Vera looked round.,Christie
10559,"""Watch and pray,"" he said.",Christie
10560,"So saying, I rattled the handle and called out, “Ackroyd, Ackroyd, just a minute.”",Christie
10561,"Not a word.""",Christie
10562,“He knows more than I do.”,Christie
10563,"“But, if you’ll excuse me, sir, why couldn’t you say all this at the inquest?”",Christie
10564,I!,Christie
10565,And then I got a letter from a Scotch gentleman—as a matter of fact there were two letters—both Scotch gentlemen.,Christie
10566,He got to the island early on  the morning of August 13th.,Christie
10567,"It's so delightful to get out of that stuffy train.""",Christie
10568,I was able to set M. Poirot right upon several points.,Christie
10569,“I’ve got an idea of my own about Ralph Paton.,Christie
10570,T' She began  laughing wildly again.,Christie
10571,"“Where should I find him, mademoiselle?”",Christie
10572,"""In the suitcase in my room.""",Christie
10573,"“Well, my idea is, that perhaps he’s found some way of making strychnine tasteless.",Christie
10574,“In your manuscript you have drawn a neat little plan of the study.,Christie
10575,"At eight o'clock the wind was blowing more strongly, but Lombard did not  hear it.",Christie
10576,“Which girl?,Christie
10577,He went out of the room.,Christie
10578,"""Yes.",Christie
10579,"""Don't disturb her.""",Christie
10580,“In the waste-paper basket.,Christie
10581,"And, as she spoke, I had a sudden vision of broad spaces, virgin tracts of forests, untrodden lands—and a realization of what freedom would mean to such a nature as Mary Cavendish.",Christie
10582,"“‘To speak or not to speak,’ as your so great Shakespeare says, ‘that is the question.’”  I did not trouble to correct the quotation.",Christie
10583,Richmond hadn't suspected.,Christie
10584,“Yes.”,Christie
10585,"“No, Cynthia is a protégée of my mother’s, the daughter of an old schoolfellow of hers, who married a rascally solicitor.",Christie
10586,Had his big reputation been built up on a series of lucky chances?,Christie
10587,“It seems quite clear by now that he didn’t get away from here by train.,Christie
10588,"That is to say, he's played  God Almighty for a good many months every year.",Christie
10589,"“Oh! yes,” said Mrs. Ackroyd vaguely.",Christie
10590,Cyril often told  stories.,Christie
10591,"Armstrong said doubtfully:   ""I shouldn't have said so.",Christie
10592,“Has anyone else in the house got a green dress?”,Christie
10593,That is very good—that is as it should be.,Christie
10594,"Lombard panted: ""Not such an easy  job.""",Christie
10595,Exeter!,Christie
10596,"I left the summer-house about nine-forty-five, and tramped about the lanes, trying to make up my mind as to what to do next—what line to take.",Christie
10597,"I didn’t think it would either, but I protested in duty bound.",Christie
10598,Poirot nodded.,Christie
10599,I played up accordingly.,Christie
10600,"Mary, an absurd little station, with no apparent reason for existence, perched up in the midst of green fields and country lanes.",Christie
10601,“The patients?”,Christie
10602,"""This purports to be from an old friend of mine, Lady Constance Culmington.",Christie
10603,Vera  staggered to her feet.,Christie
10604,"She expressed no objection—on the contrary——  “Excellent,” she said.",Christie
10605,Hugo . . .,Christie
10606,He stared a minute before speaking.,Christie
10607,"Vera Elizabeth Claythorne, that on the 11th day of August, 1935, you killed  Cyril Ogilvie Hamilton.",Christie
10608,"She said: ""I'm  going to bed.""",Christie
10609,"“Mr. Hammond has just arrived, sir,” he said.",Christie
10610,Is that right?”,Christie
10611,“Ah!” said Poirot appreciatively.,Christie
10612,You say ‘her last will.’,Christie
10613,"Your mistress lies dead, and it is necessary that we should know all—if we are to avenge her.",Christie
10614,You don’t really want to—and I don’t either.”,Christie
10615,The inspector turned to Miss Russell.,Christie
10616,Mr. Justice Wargrave looked at him with active malevolence.,Christie
10617,Armstrong was in a pitiable condition of nerves.,Christie
10618,"""It's the wife, doctor.",Christie
10619,I studied the proofs attentively.,Christie
10620,But what did that matter?,Christie
10621,“Then I discovered that I had been guilty of a very grave oversight.,Christie
10622,"“We may get a line on the blackmailing part of the business, if on nothing else,” he declared jubilantly.",Christie
10623,“On Friday afternoon.,Christie
10624,"By Jove, he'd sailed pretty near the wind once or twice!",Christie
10625,"The Ferrars only came to live here just over a year ago, but a halo of gossip has surrounded Ackroyd for many years past.",Christie
10626,Not mentally responsible.,Christie
10627,"I passed through the door on the right, Parker on my heels, traversed the little lobby where a small flight of stairs led upstairs to Ackroyd’s bedroom, and tapped on the study door.",Christie
10628,But they were not satisfied.,Christie
10629,It’s that liver of yours.”,Christie
10630,"As you say, Mr. Ackroyd, having given orders that he was not to be disturbed, nobody would have been likely to go to the study that night.”",Christie
10631,We all looked at each other.,Christie
10632,"“Now, I’ll tell you a very curious thing—a story that was going round the Bazaars in India....”",Christie
10633,They finished the meal.,Christie
10634,"Lombard said:   ""You do, do you?""",Christie
10635,"Mr. Justice Wargrave said:   ""I am only establishing facts.",Christie
10636,Funny idea to go and build a house on it!,Christie
10637,“You really think so?”,Christie
10638,Shall I lock up as usual?”,Christie
10639,“I had no idea you would mind answering them.,Christie
10640,"This having come to his stepmother’s ears, she taxed him with it on the afternoon before her death, and a quarrel ensued, part of which was overheard.",Christie
10641,"John, I knew, had a horror of any kind of publicity, and was an easygoing optimist, who preferred never to meet trouble half-way.",Christie
10642,“I cannot say.,Christie
10643,"“But then it is possible after all—yes, certainly it is possible—but then—ah!",Christie
10644,It had accused her of murder!,Christie
10645,Which way-which method-talk her over-lull her   into security-or a swift dash-   All his life Lombard had taken the risky way.,Christie
10646,"Anyway, somebody else must have moved it back to its proper place.",Christie
10647,"Crossing the room to the left-hand window, a round stain, hardly visible on the dark brown carpet, seemed to interest him particularly.",Christie
10648,“I—I suppose I must have taken up the bottle.”,Christie
10649,"He's counting on it!""",Christie
10650,Nobody's got it-we know that.,Christie
10651,"After all, she'd always prided herself on her levelheadedness!",Christie
10652,Somewhere quite close. . . .,Christie
10653,He shook his head.,Christie
10654,She told no one of its provisions.,Christie
10655,"All of you can swear to that.""",Christie
10656,“Nothing came to _my_ ears.,Christie
10657,"Downstairs in the dining-room, Rogers stood puzzled.",Christie
10658,But no matter!”,Christie
10659,"“You do not see that that letter was not written on the 17th, but on the 7th—the day after Miss Howard’s departure?",Christie
10660,"She said, staring at him:   ""You left them-to die?""",Christie
10661,"""Good.""",Christie
10662,She over-taxed her strength.”,Christie
10663,"Wanting to examine one of the jade figures more closely, I lifted the lid.",Christie
10664,"She said:   ""I am Mrs. Owen's secretary.",Christie
10665,There isn’t one of them that’s not hard up and trying to get money out of her.,Christie
10666,"Lombard said:   ""It could have been-yes-if it hadn't been for Marston's death.",Christie
10667,"“Mark my words,” she said suddenly, “I shouldn’t be at all surprised if Geoffrey Raymond and Flora weren’t married.”",Christie
10668,"This fellow doesn’t seem out after kudos, does he?",Christie
10669,The others looked at me.,Christie
10670,Then he looked at me.,Christie
10671,"What's the real purpose of getting us all  here?""",Christie
10672,Mr. Justice Wargrave looked thoughtfully out of the smoking room window.,Christie
10673,"Some  damn fool story anyway.""",Christie
10674,"Who the devil turned the  thing on and set it going?""",Christie
10675,"Another silence, and then Flora burst out:—  “I’m—I’ll tell you why I felt so happy this morning.",Christie
10676,I have not even troubled to correct the local version of my name.”,Christie
10677,"But I rather wondered because Dr. Sheppard——”  “——Does not ask for loans for himself or subscriptions for others,” I finished.",Christie
10678,Ackroyd had clearly been dead some little time.,Christie
10679,"Then I banged once more frantically on the door, and stooping down, fairly bawled through the keyhole:—  “Ackroyd, Ackroyd!",Christie
10680,Rogers waited a minute or two.,Christie
10681,“The scrap of starched cambric should be obvious.”,Christie
10682,Blore  agreed.,Christie
10683,"As it was, she realized her danger, but not the manner of it.”",Christie
10684,"Lombard said:   ""You can't judge her by that.",Christie
10685,On the table was a gramophone-an old-fashioned  type with a large trumpet attached.,Christie
10686,I  tracked down the doctor and the patient mentioned without difficulty.,Christie
10687,AEONS PASSED . . . worlds spun and whirled. . . .,Christie
10688,It was Emily Brent that he had to kill.,Christie
10689,“Your master.,Christie
10690,Flora turned to look at him.,Christie
10691,"“Yes, sir.”",Christie
10692,"Lombard said:   ""I've been thinking about that.",Christie
10693,Poirot looked at me curiously.,Christie
10694,But let us not discuss such banalities.,Christie
10695,"The man had gone to pieces, his cheeks shook flabbily.",Christie
10696,Richmond's last leave. . . .,Christie
10697,"I said to him:   ""Are you sure she did do it?""",Christie
10698,"""Quite natural.",Christie
10699,“If you please.”,Christie
10700,“The Lord only knows.,Christie
10701,"That’s the line to take, clearly.",Christie
10702,"“The telephone call, the pushed-out chair——”  “Do you really think the latter important?”",Christie
10703,"The old servant hesitated, then added diffidently: “Don’t you think, m’m, you’d better get to bed?",Christie
10704,“When do they think the murder was done?,Christie
10705,"It's  the best chance-and the only one!""",Christie
10706,"“And, naming no names, there’s _one_ in this house that none of us could ever abide!",Christie
10707,"“You understand,” she said.",Christie
10708,Philip Lombard grinned suddenly.,Christie
10709,"He bent down, surveying the handle attentively, and I heard him give a grunt of satisfaction.",Christie
10710,"Blore said: ""What kind of a curtain was it?""",Christie
10711,I exclaimed in surprise.,Christie
10712,“Not that I believe it will do the least good.”,Christie
10713,Lombard swore.,Christie
10714,"“You hate speaking out, or parting with any information yourself, and you think everybody else must be just like you.",Christie
10715,They'd talked of plays and music and pictures together.,Christie
10716,"""Last night.",Christie
10717,"She is seized with panic, and under its influence she hurries downstairs, and quickly drops the coffee-cup and saucer used by Mademoiselle Cynthia into a large brass vase, where it is discovered later by Monsieur Lawrence.",Christie
10718,The other man is from Scotland Yard too.,Christie
10719,It was a most subtle parting shot.,Christie
10720,"""It was The Voice-that awful voice-l ik e a judgment-""   Her face turned green again, her eyelids fluttered.",Christie
10721,So I’m off.”,Christie
10722,And still the inspector stared.,Christie
10723,"“_Les femmes_,” generalized Poirot.",Christie
10724,Damned young fool!,Christie
10725,“No. I was astounded.,Christie
10726,I gasped.,Christie
10727,Blore's voice answered.,Christie
10728,"God,  how he'd laugh!""",Christie
10729,"Philip Lombard said:   ""Yes, but I doubt if he could have killed Macarthur.",Christie
10730,Ackroyd had not been poisoned.,Christie
10731,"And then, Hugo's arms round her.",Christie
10732,He got up and hummed a little tune.,Christie
10733,I countered.,Christie
10734,For  he had heard a sound-a very faint sound-somewhere outside his bedroom door.,Christie
10735,But he shook his head very decidedly.,Christie
10736,“Ah!” said Caroline interestedly.,Christie
10737,“What did you say to her?”,Christie
10738,He must act quickly.,Christie
10739,The ex-Inspector laughed.,Christie
10740,'Not at all l ik e Mr. Robson's parfies.',Christie
10741,I explained the circumstances carefully.,Christie
10742,"For instance, if M. Poirot comes in this afternoon, as he said he might do, I shall not dream of asking him who it was arrived at his house early this morning.”",Christie
10743,"Afterwards you just took  it back again.""",Christie
10744,"I sprang out of bed; and, pulling on a dressing-gown, followed Lawrence along the passage and the gallery to the right wing of the house.",Christie
10745,"A simple visit to the dentist, _c’est tout_.",Christie
10746,Emily came to herself with a start.,Christie
10747,Mrs. Ackroyd had revealed to me one fact that was extremely interesting.,Christie
10748,Only a quarter past three! . . .,Christie
10749,A _rien du tout_.,Christie
10750,"The police don’t suspect Ralph in the least, remember.",Christie
10751,He rapped sharply on the panel.,Christie
10752,“Very simple indeed.”,Christie
10753,He had spoken as though Ralph had not been near the place for months.,Christie
10754,"I had been invalided home from the Front; and, after spending some months in a rather depressing Convalescent Home, was given a month’s sick leave.",Christie
10755,"I suppose she forgot, or didn’t think she was likely to die—anyway, I am _not_ provided for!",Christie
10756,"He jerked  out: ""There's things going on, sir, that I don't understand.""",Christie
10757,She looked dazed.,Christie
10758,Now for my theory to be proved correct it was necessary for the murderer to have worn Ralph’s shoes that evening—in which case Ralph must have been wearing yet a _third_ pair of footwear of some kind.,Christie
10759,For some months now I cultivate the marrows.,Christie
10760,“What’s the matter?”,Christie
10761,"He had qualified as a doctor but early relinquished the profession of medicine, and lived at home while pursuing literary ambitions; though his verses never had any marked success.",Christie
10762,“You saw that letter?,Christie
10763,Dorcas withdrew.,Christie
10764,It would clear the air.,Christie
10765,He came that night to the summer-house?”,Christie
10766,"Mr. Justice Wargrave said:   ""Then in my opinion it would be well if we all left to-morrow morning as  soon as Narracott's boat arrives.""",Christie
10767,"Mr. Justice Wargrave grunted:   ""Remarkably childish,"" and helped himself to port.",Christie
10768,"“If you mean that I was fond of her—yes, I was.",Christie
10769,"My brother, I am convinced, had no more to do with the crime than I have.”",Christie
10770,I privately thought that Poirot was rather too much given to these fantastic ideas.,Christie
10771,Did you abstract any of the contents of the bottle?”,Christie
10772,"It is established, I think, that there is a possibility of such a  thing as I have outlined occurring.",Christie
10773,It would mean a drop-but there was a handy flower-bed.,Christie
10774,She had never done anything to be ashamed of. . . .,Christie
10775,"It had come about exactly in the way things happened in books, The letter  in the wrong envelope.",Christie
10776,At one side of the room a door stood open into a pale blue tiled bathroom.,Christie
10777,“So we get a step further in our description of the murderer—a person who had the opportunity to take these shoes of Ralph Paton’s from the Three Boars that day.”,Christie
10778,"Armstrong said abruptly:   ""Let's go back a minute to this woman's death.",Christie
10779,"Isn’t it possible that, as Inglethorp brought him through the hall, the doctor dropped something into the coffee in passing?”",Christie
10780,He spread it out on the table.,Christie
10781,He darted from one object to the other with the agility of a grasshopper.,Christie
10782,But I will leave no stone unturned.,Christie
10783,But it soon transpired that his thoughts were occupied by something of a totally different nature.,Christie
10784,A drink of water?,Christie
10785,I think there is really an opening for a place where there is good plain  cooking and a nice old-fashioned type of person.,Christie
10786,He got up again and stood smiling at us.,Christie
10787,“You think she’d been up to her uncle’s bedroom?,Christie
10788,"""How was I to know that  last night wasn't exactly the eventuality I was here to cope with?",Christie
10789,“Horrible.”,Christie
10790,"“You are too kind,” said Poirot.",Christie
10791,"Vera said in a lower voice:   ""What happened-to her?""",Christie
10792,"Presently, when the strain relaxed, Blore said:   ""There are habits and habits!",Christie
10793,He was not deceived by Blunt’s valiant lie any more than we had been.,Christie
10794,"“I am helping him with the case,” she explained.",Christie
10795,"Her eyes met mine defiantly, and as though answering something in my look, she burst out:—  “Well, why shouldn’t he?",Christie
10796,“Do you think I haven’t gone over that again and again in my own mind?,Christie
10797,“Will you really?,Christie
10798,What did you think of the parlormaid’s story?”,Christie
10799,"Having elicited from Dorcas how she had been awakened by the violent ringing of her mistress’s bell, and had subsequently roused the household, he passed to the subject of the quarrel on the preceding afternoon.",Christie
10800,Armstrong has 'disappeared' (drowned).,Christie
10801,“Somebody might accept you next time.,Christie
10802,"“You will go there, yes?” he asked.",Christie
10803,"He said:   ""I know, my child, I know.",Christie
10804,Now I’ve stirred up the mud and it’s gone.”,Christie
10805,He went  over in his mind all that had appeared in the papers about Indian Island.,Christie
10806,"Don’t think she ever realized it, though, or felt the lack of it.",Christie
10807,I burst immediately into indignant speech.,Christie
10808,Poirot shook his head gravely.,Christie
10809,"And so, on this August morning, he was glad that he was  leaving London and going to be for some days on an island off the Devon  coast.",Christie
10810,“Where did you find it?”,Christie
10811,"""One cannot adopt it without more exact  knowledge of her state of health.",Christie
10812,He opened the front door and led the way round the house.,Christie
10813,"“I’ll come at once,” said the young man.",Christie
10814,"In that minute, they knew-knew without being told. . . .",Christie
10815,Three Characters.,Christie
10816,"However, feel I ought  to say-no truth-no truth whatever in what he said about-eryoung Arthur  Richmond.",Christie
10817,Various witnesses testified to the accuracy of these statements.,Christie
10818,I can't get her to wake.,Christie
10819,Mr. Justice Wargrave stroked his chin.,Christie
10820,Mr. Inglethorp is quite willing to leave it entirely to Mr. Wells and myself.”,Christie
10821,Mr. Justice Wargrave interrupted.,Christie
10822,This is his reply you saw me receive just now.”,Christie
10823,Poirot touched no more upon that theme.,Christie
10824,She screamed and screamed-screams of the utmost terror-wild  desperate cries for help.,Christie
10825,"“Since you are not concealing anything, any remarks he may have made do not apply to you.”",Christie
10826,"“Come, Mrs. Ackroyd,” said Blunt.",Christie
10827,"“No,” I said, “only a man with more money than was good for him.”",Christie
10828,"“No, it wasn’t,” I admitted reluctantly.",Christie
10829,"The door was shut, but the mistress was speaking very sharp and clear, and I heard what she said quite plainly.",Christie
10830,"""Yes,"" he said.",Christie
10831,"Parker saw her _outside_ the door, with her hand on the handle.",Christie
10832,"And though, of course, I expected that Roger would provide for me, I didn’t _know_.",Christie
10833,“And you will return there after it is over?”,Christie
10834,Did she have that every night?”,Christie
10835,"A friend of  Spoof Leggard's, apparently-and of Johnny Dyer's.",Christie
10836,“Then how do you account for the fact that you left the unmistakable impress of your finger-prints on it?”,Christie
10837,"""In all likelihood, yes.",Christie
10838,“Are you quite sure it is the truth we want?”,Christie
10839,“The window!”,Christie
10840,The terrace was peaceful and  innocuous-looking in the sunshine.,Christie
10841,The word burst from Vera explosively.,Christie
10842,No answering signals.,Christie
10843,"“I know, but, still, who else is there?”",Christie
10844,"He said: ‘Tell Parker I don’t want anything more to-night, and that he’s not to disturb me.’",Christie
10845,"He said stiffly: -   ""Miss Brady left us a legacy in recognition of our faithful services.",Christie
10846,We will say that she is seeking for something and has not yet found it.,Christie
10847,"“Can you not guess?” asked Poirot, smiling.",Christie
10848,"“Not at all,” I said.",Christie
10849,"I hardly knew why I said that—except, perhaps, that it had so often been Ralph.",Christie
10850,"“Yes, yes, that’s the point.",Christie
10851,Lombard's eyebrows rose.,Christie
10852,Do you recall its general appearance?”,Christie
10853,He said he was surprised to see what  sort of people these were.,Christie
10854,"With her income so much reduced and so many dividends not being  paid, that was indeed something to take into consideration.",Christie
10855,I must fix it up with him.,Christie
10856,"“Ah, that is not what I want.",Christie
10857,“Only her powders?”,Christie
10858,It had got its name from its resemblance to a man's head-an American Indian  profile.,Christie
10859,"Neatly arranged, there is nothing to offend the eye.”",Christie
10860,But Caroline’s words had reminded me of something.,Christie
10861,“You’ll be able to keep up the place all right?”,Christie
10862,From below them came the boom of a gong.,Christie
10863,He turned to the others.,Christie
10864,Nobody in the house but the daughter and the  maid.,Christie
10865,"He talks little, and what he does say is said jerkily, as though the words were forced out of him unwillingly.",Christie
10866,But what an idea!,Christie
10867,I ask you nothing—but you will be my ally.,Christie
10868,“The air is pleasant to-day.”,Christie
10869,Caroline was hovering by my elbow.,Christie
10870,A spasm of pain crossed his face.,Christie
10871,It was now complete and the coping stone to it was an interview I had  with a doctor in Harley Street.,Christie
10872,"“If you’ll excuse me, sir, Miss Flora saw him after that.”",Christie
10873,“By you?”,Christie
10874,They will demand what my idea is.,Christie
10875,“Do you agree with my sister and Mrs. Ackroyd that there is something fishy about her?”,Christie
10876,"There were sounds of bolts and locks, of the moving of furniture.",Christie
10877,He was implicated in that share-pushing fraud of Bennito's three  years ago-we're sure of that though we can't prove it.,Christie
10878,Blunt nodded.,Christie
10879,"“_Point No. 2._—At some time during the evening Ralph Paton must have come in through the window, as evidenced by the prints of his shoes.",Christie
10880,There was no sign of the inspector.,Christie
10881,Parker stared at me as though I were a ghost.,Christie
10882,Where the hell is that revolver? . . .,Christie
10883,“Go ahead.”,Christie
10884,God forgive me if I am wronging him!”,Christie
10885,"I posed my cleverest—my most audacious question: _Was any one with him?_”  Poirot leaned forward and shot the last words triumphantly at us, drawing back afterwards with the air of one who has made a decided hit.",Christie
10886,They were in service with a Miss Brady who died suddenly.,Christie
10887,He jumped up and took her cup.,Christie
10888,You’re in my hands for the time being.,Christie
10889,“I am disposed to believe you.,Christie
10890,He leant forward.,Christie
10891,"“Sit down here on the grass, do.",Christie
10892,"I'm glad to say they did not condone her behaviour.""",Christie
10893,“Good heavens!”,Christie
10894,He stood up and scrutinized himself anxiously in the glass.,Christie
10895,"His name, apparently, is Mr. Porrott—a name which conveys an odd feeling of unreality.",Christie
10896,"They lose control, you know, without being able to help it.”",Christie
10897,"Imagine her feelings when her mother-in-law is suddenly taken ill and dies, and immediately after she hears the word ‘Poison’!",Christie
10898,But they got used to it and they'd begun to feel that anything to do with  Indian Island would necessarily be incredible.,Christie
10899,Rows of bottles.,Christie
10900,"Blore said:   ""Yes, but that wouldn't be according to plan.",Christie
10901,"Possibly she applied oil to the hinges, for I found that it opened quite noiselessly when I tried it.",Christie
10902,“I did not recognize them.”,Christie
10903,"He wouldn’t even buy new face towels, though I told him the old ones were in holes.",Christie
10904,"Any one could have gone up to the woman's bedroom then without  being seen.""",Christie
10905,“I shouldn’t put so much stress on the footmarks if it wasn’t for everything else.”,Christie
10906,"Parker I eliminated at once, since at whatever time the crime was discovered, he was the one person certain to be on the spot.",Christie
10907,"Can you-bring some sticks to light the  fire?""",Christie
10908,"“Yes, but this affair is more important.”",Christie
10909,"And nodding his head at them in a sage manner, he walked out into the street.",Christie
10910,I must say——”  But I stopped suddenly.,Christie
10911,I said incredulously.,Christie
10912,"“If you’ve spoken the truth, you won’t have anything to complain about.",Christie
10913,“Yes;,Christie
10914,Their eyes met again.,Christie
10915,"Her eyes, staring frightened eyes,  went round and round the ring of faces.",Christie
10916,"Then he raised his hat with a flourish to Cynthia, and we drove away.",Christie
10917,"""Possibly,"" said the A.C.   ""Now, Philip Lombard.",Christie
10918,"Oh, yes, not a penny we could call our own, you know.",Christie
10919,"“Dr. Sheppard,” she said hesitatingly.",Christie
10920,“Quite right.”,Christie
10921,Any hints would certainly have been wasted on Caroline.,Christie
10922,Anthony Marston was in his bath.,Christie
10923,"“Oh! yes, I remember, but that is not the kind of stranger this gentleman means.”",Christie
10924,"Mrs. Rogers, I had no doubt, had acted very largely under the  influence of her husband.",Christie
10925,Must have taken too much.”,Christie
10926,"Manning fixed the time at about four-thirty, William was of the opinion that it was rather earlier.",Christie
10927,"John, I think, would have pressed his questions further, but at that moment the loud purr of a motor was audible, and we all turned to the window as it swept past.",Christie
10928,"As I was saying, if you ask me, Flora’s been exceedingly lucky.",Christie
10929,"But, at lunch-time, there arrived a new piece of evidence—or rather lack of evidence.",Christie
10930,“Long enough for a gentleman who had once studied medicine to gratify a very natural interest and curiosity.”,Christie
10931,It was Poirot who spoke.,Christie
10932,"Whoever it  was who enticed us here, that person knows or has taken the trouble to find  out a good deal about us all.",Christie
10933,"Then, slowly and deliberately, he shook his head.",Christie
10934,“I should not think it likely.”,Christie
10935,Landor was innocent  right enough.,Christie
10936,"“Not that it matters very much,” said Caroline, reading my expression correctly.",Christie
10937,He supposed so.,Christie
10938,“Why not?” asked my sister triumphantly.,Christie
10939,Plenty of food in stock and everything very nice.,Christie
10940,"At the same moment, a man stepped out from the shadow of a tree and walked slowly in the same direction.",Christie
10941,"I asked, surprised.",Christie
10942,Remember what I said—the truth goes to Inspector Raglan in the morning.,Christie
10943,"Mr. Justice Wargrave was thinking:   ""Murdered in our beds!",Christie
10944,"“Really,” said Caroline interestedly.",Christie
10945,If I were to commit one or more murders it would be solely  for what I could get out of them.,Christie
10946,"Dr. Armstrong said:   ""I must go and pay my respects to my host and hostess.""",Christie
10947,"I was going round drawing all the  curtaiiis and the one in the lav-bathroom wasn't there any longer.""",Christie
10948,I am much worried.”,Christie
10949,Dr. Sheppard went to the Three Boars that night hoping to find Ralph.,Christie
10950,That's the end of Mr. Bloody Justice Wargrave.,Christie
10951,"“I agree with you that the villain ought to be punished, but the cost has got to be reckoned.”",Christie
10952,"I hastened to reassure her, and I explained what Poirot wanted.",Christie
10953,"Vera said slowly:   ""You'd never think that he would kill himself.",Christie
10954,"“Oh, dear, sir,” cried Dorcas, wringing her hands, “what ever shall we do?”",Christie
10955,"“Can you describe this young man to me, my good Parker?”",Christie
10956,“What story?”,Christie
